,class,docs
33,Data Science,skill python sap hana tableau sap hana sql sap hana pal sql sap lumira linear programming data modelling advance analytics scm analytics retail analytics social medium analytics nlp education detail january january pgdm business analytics great lake institute management illinois institute technology january bachelor engineering electronics communication bengaluru karnataka horizon college engineering bangalore visvesvaraya technological university data science consultant consultant deloitte usi skill detail linear programming exprience month retail exprience month retail marketing exprience month scm exprience month sql exprience year month deep learning exprience year month machine learning exprience year month python exprience year month exprience year monthscompany detail company deloitte usi description project involved analysing historic deal coming insight optimize future deal role raw data carried analysis presented insight client key responsibility extract data client system geography understand build report tableau infer meaningful insight optimize price process blockade technical environment tableau industry cross industry service area cross industry product project handwriting recognition consultant month project involved handwritten image converting digital text image object detection sentence creation role developing sentence correction functionality key responsibility gather data large capture english train lstm model technical environment python industry finance service area financial service development project swift consultant month project develop analytics infrastructure sap user view financial report respective department reporting included forecasting expense role leading offshore team key responsibility design develop data model reporting develop etl data flow validate report technical environment sap hana tableau sap industry healthcare analytics service area life science product development project clinical healthcare consultant month project develop analytics infrastructure argus user query faster provide advance analytics capability role involved design deploy phase performed lot data restructuring built model insight key responsibility design develop data model reporting develop deploy analytical model validate report technical environment data modelling sap hana tableau nlp industry fmcg service area trade promotion project consumption based planning flower food consultant month project involved setting crm cbp module role involved key data decomposition activity setting base future year forecast project developed model carried key performance improvement key responsibility design develop hana model decomposition develop data flow forecast developed view reporting customersalesfunds validate report bobj technical environment data modelling sap hana bobj time series forecasting internal initiative industry fmcg customer segmentation rfm analysis consultant month initiative involved setting hanapython interface advance analytics python segmented data core segment kmeans carried rfm analysis python developed algorithm categorize customer defined bucket technical environment anaconda python hana sps industry telecom invoice state detection consultant month initiative reduce manual effort verifying closed open invoice manually involved development decision tree classify openclosed invoice enabled effort reduction technical environment sap pal sap hana sps accenture experience industry analytics cross industry process analytics sap senior developer month accenture solution pvt india project involved development sap analytics tool process analytics ipa role develop database object data model provide operational insight client role developed finance kpis spearheaded deployment introduced sap predictive analytics reduce development time reuse functionality kpis prepared production planning report key responsibility involved gather phase designed implemented sap hana data modelling attribute view analytic view calculation view developed kpis individually complex sql script calculation view created procedure hana database ownership developed dashboard functionality involved building data processing algorithm executed server cluster analysis technical environment sap hana tsql industry cross industry accenture testing accelerator sap database developer month accenture solution pvt india role care development activity atas tool completed deployment product activity actively involved maintenance database server production quality key responsibility analyzing business requirement understanding scope requirement clarified interacting business transform requirement generate attribute mapping document reviewing mapping specification documentation create update database object table view stored procedure function package monitored sql server error log application log sql server agent prepared data flow diagram entity relationship diagram uml responsible designing developing normalization database table experience performance tuning sql profiler involved uat knowledge transfer support activity technical environment sql server visual studio window server performance monitor sql server profiler plsql tsql
34,Data Science,education detail mca ymcaust faridabad haryana data science internship skill detail data structure exprience year month exprience year month data analysis exprience year month python exprience year month core java exprience year month database management exprience year monthscompany detail company itechpower description
35,Data Science,skill basic iot python matlab data science machine learning html microsoft word microsoft excel microsoft powerpoint recognition academic secured place btecheducation detail august btech ghatkesar andhra pradesh aurora scientific technological institute june secondary education warangal telangana junior college data science skill detail office exprience year month exprience year month machine learning exprience year month data science exprience year month matlab exprience year monthscompany detail company description
36,Data Science,skill python tableau data visualization studio machine learning statistic iabac certified data scientist versatile experience year managing business data science consulting leading innovation project bringing business idea working real solution strong advocator augmented era human capability enhanced machine fahed passionate bringing business concept area machine learning robotics real life solutionseducation detail january tech computer science engineering mohali punjab indo global college engineering data science consultant data science consultant datamites skill detail machine learning exprience month python exprience month solution exprience month data science exprience month data visualization exprience month tableau exprience monthscompany detail company datamites description analyzed processed complex data set advanced querying visualization analytics tool responsible loading extracting validation client data worked manipulating cleaning processing data python tableau data visualization company heretic solution pvt description worked closely business identify issue data propose solution effective decision making manipulating cleansing processing data python excel analyzed raw data drawing conclusion developing recommendation machine learning tool statistical technique produce solution problem
37,Data Science,education detail btech rayat bahra institute engineering biotechnology data science data science skill detail numpy exprience year month machine learning exprience year month tensorflow exprience year month scikit exprience year month python exprience year month gcp exprience year month panda exprience year month neural network exprience year monthscompany detail company wipro description bhawana aggarwal emailbhawanachdgmailcom phone vversatile highenergy professional targeting challenging assignment machine profile summary professional knowledge experience year wipro technology machine learning deep learning data science python software development skilled managing endtoend development software product project inception requirement spec planning designing implementation configuration documentation knowledge python machine learning deep learning data science algorithm neural network nlp gcp knowledge python library numpy panda seaborn matplotlib cufflink knowledge algorithm machine learning knn decision tree bias variance trade support vector machinesvmlogistic regression neural network knowledge unsupervised supervised reinforcement data programming experience relational platform mysqloracle knowledge programming language cjava experience cloud based environment google cloud working operating linux ubuntu window good interpersonal communication skill problem solving skill laterally medium term long term perspective flexibility open attitude change create define framework strong emphasis code reusability technical skill programming language python library seaborn numpy panda cufflink matplotlib algorithm knn decision tree linear regression logistic regression neural network clustering tensorflow svm database sql oracle operating system linux window development environment netbeans notebook sublime ticketing tool service remedy education education btech computer science rayat bahra institute engineering biotechnology passed schooling xii moti ram arya secondary schoolpassed valley public school passed cgpa work experince title wipro neural intelligence platform team size wipro neural intelligence platform harness power automation artificial intelligence technology natural language processing nlp cognitive machine learning analytics platform comprises layer data engagement platform easily access manage multiple structured unstructured data source intent assessment reasoning engine includes sentiment predictive analytics deep machine learning engine sense learn time project entailed automating response user query earliest monster bot power deep machine learning nlp handle query user query answered alll activity eliminated entity extractor involves text extraction nlp fetching text date name place contact number involves regex bluemix nlu api machine learning tensor flow learning entity classifier involves classification class training dataset predicting output sklearn classifier mnb svm sgd classifier sgd optimization map user query suited response efficient ner deep learning ner model trained extract entity text entity role skill organization extracted raw text rnnlstm bidirectional model trained extracting entity kera tensorflow framework project title diabetes detection developed software detect person suffering diabetes prize training certification title python training machine learning data science deep learning organization udemy coursera machine learning deep learning personal profile father tirlok aggarwal language english hindi marital status single birthgender yyyymmdd company wipro description developing program python company wipro description title wipro neural intelligence platform team size wipro neural intelligence platform harness power automation artificial intelligence technology natural language processing nlp cognitive machine learning analytics platform comprises layer data engagement platform easily access manage multiple structured unstructured data source intent assessment reasoning engine includes sentiment predictive analytics deep machine learning engine sense learn time project entailed automating response user query earliest monster bot power deep machine learning nlp handle query user query answered alll activity eliminated entity extractor involves text extraction nlp fetching text date name place contact number involves regex bluemix nlu api machine learning tensor flow learning entity classifier involves classification class training dataset predicting output sklearn classifier mnb svm sgd classifier sgd optimization map user query suited response efficient ner deep learning ner model trained extract entity text entity role skill organization extracted raw text rnnlstm bidirectional model trained extracting entity kera tensorflow framework company wipro technology description professional knowledge experience year wipro technology machine learning deep learning data science python software development skilled managing endtoend development software product project inception requirement spec planning designing implementation configuration documentation knowledge python machine learning deep learning data science algorithm neural network nlp gcp knowledge python library numpy panda seaborn matplotlib cufflink knowledge algorithm machine learning knn decision tree bias variance trade support vector machinesvmlogistic regression neural network knowledge unsupervised supervised reinforcement data programming experience relational platform mysqloracle knowledge programming language cjava experience cloud based environment google cloud working operating linux ubuntu window good interpersonal communication skill problem solving skill laterally medium term long term perspective flexibility open attitude change create define framework strong emphasis code reusability
38,Data Science,personal skill grasp technical aspect willingness learn high energy level result oriented education detail january master engineering computer technology application bhopal madhya pradesh truba institute engineering technology january computer science bhopal madhya pradesh rkdf institute science technology college engineering january polytechnic technology vidisha madhya pradesh sati engineering college vidisha january mtech thesis bmch school ganj basoda data science month experience data science key skill experience machine learning deep leaning nlp python sql web scraping good knowledge computer subject update skill detail experience machine learning deep learning nlp python sql web crawling htmlcss exprience year monthscompany detail company rntai technology solution description text classification machine learning algorithm python practical knowledge deep learning algorithm recurrent neural networksrnn develop custom data model algorithm apply dataset experience python package panda scikitlearn tensor flow numpy matplotliv nltk comfort sql mysql sentiment analysis apply leave dataset classification technique tfidf lsa cosine similarity machine learning algorithm web crawling selenium web driver beautiful soup python company life insurance corporation india bhopal description explaining policy feature benefit updated knowledge life insurance product shared customer
39,Data Science,expertise data quantitative analysis decision analytics predictive modeling datadriven personalization kpi dashboard big data query interpretation data mining visualization tool machine learning algorithm business intelligence report forecast education detail pgp data science mumbai maharashtra aegis school data science business electronics communication electronics communication indore madhya pradesh y ip academy data scientist data scientist canada skill detail algorithm exprience month exprience month business intelligence exprience month machine learning exprience month visualization exprience month spark exprience month python exprience month tableau exprience month data analysis exprience monthscompany detail company aegis school data science business description working industry project providing solution teaching appointment teach undergraduate graduatelevel course spark machine learning adjunct faculty member aegis school data science mumbai company aegis school data business description data science intern nov jan furnish executive leadership team insight analytics report recommendation enabling effective strategic planning business unit distribution channel product line chat bot aws lex tensor flow python goal project creates chat bot academic institution university handle query course offered institute objective task reduce human effort reduce man error company handle client case company academic institution client participant student web scraping selenium web driver python task scrap data online messaging portal text format pattern form data visualization data insight hadoop eco hive pyspark qliksense goal project build business solution internet service provider company handling data generated day basis visualize data usage pattern form generate report image based fraud detection microsoft face api pyspark open main goal project recognize similarity face database image face recognition recognizing special face set face face extracted compared database image image recognized person applied loan hiding identity prevent fraud initial stage churn analysis internet service provider python machine learning hadoop objective identify customer churn period time pretend customer incentive offer sentiment analysis python nlp apache spark service ibm bluemix project highly emphasis tweet twitter data mobile network service provider sentiment analysis analyze expressed opinion positive negative neutral capture emotion tweet comparative analysis quantifiable mentored data science enthusiast year graduate school data science business analytics reviewed evaluated paper data science largest data science conference called data science congress aegis school business mumbai heading solution providing organization called data science delivered aegis school data science mumbai managed live project data science technique working social data science social good committee team developed product called missing child helping society company ibm india pvt description worked blumix ibm watson data science
40,HR,technical skill typewriting tora spsseducation detail january mba chidambaram tamil nadu sn college engineering january hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school skill detail human resource finance exprience year monthscompany detail company description
41,HR,skill window office word excel lookup pivot table basic function power point saral payment package payroll software internet applicationseducation detail january bachelor hospitality management international hospitality management queen margaret university edinburg january diploma hotel management international institute hotel management skill detail management exprience year monthscompany detail company atri developer description payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist payroll management salary restructuring process payroll employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll query employee statutory compliance management manage statutory compliance requirement esic gratuity tds calculation deduction payment return filing generate statutory report form form conducting session employee statutory policy procedure compliance topic shop commercial establishment payment gratuity recruitment selection handling recruitment job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management facilitation pm starting creating job description appraisal form disbursement letter kra setting midyear review annual review handling appraisal activity degree training development conduct training analysis arrange training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session monthly birthday celebration annual day diwali dhamaka offsite working saral payment package payroll software excel assisting work offering suggestion answering employee query payroll compliance issue benefit insurance medical reimbursement final settlement resigned employee
42,HR,education detail mumbai university skill detail operation exprience year monthscompany detail company mumbai monorail description
43,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
44,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
45,HR,education detail bba lovely professional university skill detail communication exprience monthscompany detail company description
46,HR,education detail mba acn college engineering mgt skill detail company detail company assistant description
47,HR,key skill computerized accounting tally hard working management accounting income tax good communication leadership wheeler driving license internet ecommerce management computer skill language web programing tally dbms education detail june june mba financehr india mlrit june june bcom computer hyderabad telangana osmania university june april inter mec india srimedhav nani skill detail accounting exprience month database management exprience month dbms exprience month management accounting exprience month ecommerce exprience monthscompany detail company valuelabs description rrf form required dlt hand rlt scrum master form rlt scrum master form trainee work requirement till candidate receive offer company
48,HR,training special education certificate education detail july october msc psychology specialization organizational behaviour malappuram kerala calicut university july march bsc psychology thrissur prajyoti niketan college skill detail company detail company description day internship department foster hot bread kinfra malappuram kerala day internship santhwana institute counselling psychotherapy cochin kerala counsellor
49,HR,computer knowledge proficient basic office microsoft dynamic software saiba softwareeducation detail mba distance education bharathiar university college engineering technology hsc rvg school ssc ghrsec school admin bharat skill detail dynamic exprience month dynamic exprience month microsoft dynamic exprience month microsoft dynamic exprience month office exprience monthscompany detail company sri ramesh gaarment description tirupur administration client service corporate company insured knowledge gathered garment spinning mill feb sri ramesh gaarment tirupur activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car
50,HR,software skill general computer proficiency program langages java web programming tool software matlab dbms key strength posse good communication analytic skill positive thinking hard work honesty responsibility enthusiastic learn skill task motivated ready accept challenge education detail january january computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur skill detail database management exprience month dbms exprience month java exprience month matlab exprience monthscompany detail company description jayashree
51,HR,technical skill typewriting tora spsseducation detail january mba chidambaram tamil nadu sn college engineering january hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school skill detail human resource finance exprience year monthscompany detail company description
52,HR,skill window office word excel lookup pivot table basic function power point saral payment package payroll software internet applicationseducation detail january bachelor hospitality management international hospitality management queen margaret university edinburg january diploma hotel management international institute hotel management skill detail management exprience year monthscompany detail company atri developer description payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist payroll management salary restructuring process payroll employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll query employee statutory compliance management manage statutory compliance requirement esic gratuity tds calculation deduction payment return filing generate statutory report form form conducting session employee statutory policy procedure compliance topic shop commercial establishment payment gratuity recruitment selection handling recruitment job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management facilitation pm starting creating job description appraisal form disbursement letter kra setting midyear review annual review handling appraisal activity degree training development conduct training analysis arrange training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session monthly birthday celebration annual day diwali dhamaka offsite working saral payment package payroll software excel assisting work offering suggestion answering employee query payroll compliance issue benefit insurance medical reimbursement final settlement resigned employee
53,HR,education detail mumbai university skill detail operation exprience year monthscompany detail company mumbai monorail description
54,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
55,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
56,HR,education detail bba lovely professional university skill detail communication exprience monthscompany detail company description
57,HR,education detail mba acn college engineering mgt skill detail company detail company assistant description
58,HR,key skill computerized accounting tally hard working management accounting income tax good communication leadership wheeler driving license internet ecommerce management computer skill language web programing tally dbms education detail june june mba financehr india mlrit june june bcom computer hyderabad telangana osmania university june april inter mec india srimedhav nani skill detail accounting exprience month database management exprience month dbms exprience month management accounting exprience month ecommerce exprience monthscompany detail company valuelabs description rrf form required dlt hand rlt scrum master form rlt scrum master form trainee work requirement till candidate receive offer company
59,HR,training special education certificate education detail july october msc psychology specialization organizational behaviour malappuram kerala calicut university july march bsc psychology thrissur prajyoti niketan college skill detail company detail company description day internship department foster hot bread kinfra malappuram kerala day internship santhwana institute counselling psychotherapy cochin kerala counsellor
60,HR,computer knowledge proficient basic office microsoft dynamic software saiba softwareeducation detail mba distance education bharathiar university college engineering technology hsc rvg school ssc ghrsec school admin bharat skill detail dynamic exprience month dynamic exprience month microsoft dynamic exprience month microsoft dynamic exprience month office exprience monthscompany detail company sri ramesh gaarment description tirupur administration client service corporate company insured knowledge gathered garment spinning mill feb sri ramesh gaarment tirupur activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car
61,HR,software skill general computer proficiency program langages java web programming tool software matlab dbms key strength posse good communication analytic skill positive thinking hard work honesty responsibility enthusiastic learn skill task motivated ready accept challenge education detail january january computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur skill detail database management exprience month dbms exprience month java exprience month matlab exprience monthscompany detail company description jayashree
62,HR,technical skill typewriting tora spsseducation detail january mba chidambaram tamil nadu sn college engineering january hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school skill detail human resource finance exprience year monthscompany detail company description
63,HR,skill window office word excel lookup pivot table basic function power point saral payment package payroll software internet applicationseducation detail january bachelor hospitality management international hospitality management queen margaret university edinburg january diploma hotel management international institute hotel management skill detail management exprience year monthscompany detail company atri developer description payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist payroll management salary restructuring process payroll employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll query employee statutory compliance management manage statutory compliance requirement esic gratuity tds calculation deduction payment return filing generate statutory report form form conducting session employee statutory policy procedure compliance topic shop commercial establishment payment gratuity recruitment selection handling recruitment job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management facilitation pm starting creating job description appraisal form disbursement letter kra setting midyear review annual review handling appraisal activity degree training development conduct training analysis arrange training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session monthly birthday celebration annual day diwali dhamaka offsite working saral payment package payroll software excel assisting work offering suggestion answering employee query payroll compliance issue benefit insurance medical reimbursement final settlement resigned employee
64,HR,education detail mumbai university skill detail operation exprience year monthscompany detail company mumbai monorail description
65,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
66,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
67,HR,education detail bba lovely professional university skill detail communication exprience monthscompany detail company description
68,HR,education detail mba acn college engineering mgt skill detail company detail company assistant description
69,HR,key skill computerized accounting tally hard working management accounting income tax good communication leadership wheeler driving license internet ecommerce management computer skill language web programing tally dbms education detail june june mba financehr india mlrit june june bcom computer hyderabad telangana osmania university june april inter mec india srimedhav nani skill detail accounting exprience month database management exprience month dbms exprience month management accounting exprience month ecommerce exprience monthscompany detail company valuelabs description rrf form required dlt hand rlt scrum master form rlt scrum master form trainee work requirement till candidate receive offer company
70,HR,training special education certificate education detail july october msc psychology specialization organizational behaviour malappuram kerala calicut university july march bsc psychology thrissur prajyoti niketan college skill detail company detail company description day internship department foster hot bread kinfra malappuram kerala day internship santhwana institute counselling psychotherapy cochin kerala counsellor
71,HR,computer knowledge proficient basic office microsoft dynamic software saiba softwareeducation detail mba distance education bharathiar university college engineering technology hsc rvg school ssc ghrsec school admin bharat skill detail dynamic exprience month dynamic exprience month microsoft dynamic exprience month microsoft dynamic exprience month office exprience monthscompany detail company sri ramesh gaarment description tirupur administration client service corporate company insured knowledge gathered garment spinning mill feb sri ramesh gaarment tirupur activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car
72,HR,software skill general computer proficiency program langages java web programming tool software matlab dbms key strength posse good communication analytic skill positive thinking hard work honesty responsibility enthusiastic learn skill task motivated ready accept challenge education detail january january computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur skill detail database management exprience month dbms exprience month java exprience month matlab exprience monthscompany detail company description jayashree
73,HR,technical skill typewriting tora spsseducation detail january mba chidambaram tamil nadu sn college engineering january hsc sav higher secondary school mba sn college engineering sslc finance kamaraj matriculation school skill detail human resource finance exprience year monthscompany detail company description
74,HR,skill window office word excel lookup pivot table basic function power point saral payment package payroll software internet applicationseducation detail january bachelor hospitality management international hospitality management queen margaret university edinburg january diploma hotel management international institute hotel management skill detail management exprience year monthscompany detail company atri developer description payroll statutory compliance performance management company description employee relation administration creating industry specific policy procedure form format letter checklist payroll management salary restructuring process payroll employee validation input attendance leaf salary starting salary process processing accurate error free salary employee responsible compensation benefit administration coordinate account team salary processing attendance leave record management assuring prompt satisfactory resolution payroll query employee statutory compliance management manage statutory compliance requirement esic gratuity tds calculation deduction payment return filing generate statutory report form form conducting session employee statutory policy procedure compliance topic shop commercial establishment payment gratuity recruitment selection handling recruitment job posting naukri portal coordination create annual manpower plan budget screen schedule preliminary interview arrange employee orientation handling joining formality salary account opening formality performance management facilitation pm starting creating job description appraisal form disbursement letter kra setting midyear review annual review handling appraisal activity degree training development conduct training analysis arrange training session employee engagement employee welfare creation deployment sale reward recognition scheme periodic interactive session monthly birthday celebration annual day diwali dhamaka offsite working saral payment package payroll software excel assisting work offering suggestion answering employee query payroll compliance issue benefit insurance medical reimbursement final settlement resigned employee
75,HR,education detail mumbai university skill detail operation exprience year monthscompany detail company mumbai monorail description
76,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
77,HR,education detail june economics chennai tamil nadu sdnbvc skill detail company detail company solution description
78,HR,education detail bba lovely professional university skill detail communication exprience monthscompany detail company description
79,HR,education detail mba acn college engineering mgt skill detail company detail company assistant description
80,HR,key skill computerized accounting tally hard working management accounting income tax good communication leadership wheeler driving license internet ecommerce management computer skill language web programing tally dbms education detail june june mba financehr india mlrit june june bcom computer hyderabad telangana osmania university june april inter mec india srimedhav nani skill detail accounting exprience month database management exprience month dbms exprience month management accounting exprience month ecommerce exprience monthscompany detail company valuelabs description rrf form required dlt hand rlt scrum master form rlt scrum master form trainee work requirement till candidate receive offer company
81,HR,training special education certificate education detail july october msc psychology specialization organizational behaviour malappuram kerala calicut university july march bsc psychology thrissur prajyoti niketan college skill detail company detail company description day internship department foster hot bread kinfra malappuram kerala day internship santhwana institute counselling psychotherapy cochin kerala counsellor
82,HR,computer knowledge proficient basic office microsoft dynamic software saiba softwareeducation detail mba distance education bharathiar university college engineering technology hsc rvg school ssc ghrsec school admin bharat skill detail dynamic exprience month dynamic exprience month microsoft dynamic exprience month microsoft dynamic exprience month office exprience monthscompany detail company sri ramesh gaarment description tirupur administration client service corporate company insured knowledge gathered garment spinning mill feb sri ramesh gaarment tirupur activity attendance maintenance time card maintenance staff labor individual record maintenance project advanced automobile collision avoidance blackbox car
83,HR,software skill general computer proficiency program langages java web programming tool software matlab dbms key strength posse good communication analytic skill positive thinking hard work honesty responsibility enthusiastic learn skill task motivated ready accept challenge education detail january january computer science engineering computer science engineering adichunchanagiri institute technology chikmagalur skill detail database management exprience month dbms exprience month java exprience month matlab exprience monthscompany detail company description jayashree
84,Advocate,technical qualification window officeeducation detail llb guwahati assam university law college guwahati university bsc jagiroad assam jagiroad college morigaon college advocate advocate gauhati high court skill detail company detail company gauhati high court description gauhati high court subordinate court tribunal statutory body guwahati numerous experience civil criminal case case consumer forum handling good number civil criminal matter district session judge court judge court cjm court consumer forum high court working executive legal hindustan paper corporation limited govt india enterprise nagaon paper jan strength adaptability penchant adapt condition level environment requirement situation interpersonal extrovert core prefer interact people walk life varying stratum society establish rapport team work enjoy group achieve combined goal role responsibility hpc assisting briefing counsel matter relating nagaon paper cachar paper nagaland pulp paper corporation task legal vetting nibsnits term condition providing legal view protect corporation assisting formulation drafting disciplinary matter liaisoning local body forum
85,Advocate,education detail bcom llb university clacutta university burdwan advocate skill detail taxation matter income tax gst tax account exprience year month filing income tax return gst return etd air exprience year monthscompany detail company practice description drafting preparation plaint account relevant authority hear case
86,Advocate,education detail llb dibrugarh university advocate skill detail legal exprience year monthscompany detail company legal description advocate
87,Advocate,education detail november january llm master law hyderabad telangana sultan uloom college law september ballb bachelor law hyderabad telangana osmania university college law advocate experienced litigation acquired master degree law skill detail microsoft word exprience year month litigation exprience year month legal exprience year month contract exprience year month internet savvy exprience year month drafting exprience year monthscompany detail company lrc office description working senior advocate ravichander high court telangana experience drafting legal correspondence
88,Advocate,skill english native speaker ielts listening reading writing speaking hindi bilingual proficiency punjabi native speaker communicate concisely people diverse background level authority exceptional knowledge administrative procedure evidence rule trial maintain professional attitude peer coworkers client time focused driven meet deadline pretrial procedure trial appellate briefing effectively utilizing resource microsoft certified system engineer competent window word processing software education detail july bachelor law bikaner rajasthan maharaja ganga singh university august november microsoft certified system engineer networking chandigarh july april bachelor science bioinformatics chandigarh chandigarh panjab university advocate newcomer indian advocate skill detail administration exprience month legal exprience month microsoft office exprience month drafting exprience monthscompany detail company district court description key feature licensed advocate practice bar council punjab haryana chandigarh admitted practice district court mansa passed india bar examination aibe conducted bar council india bci september leadsole counsel plaintiff respondent number criminalcivil trial prepared prosecuted conclusion trial settlement number claim case involving personal injury death case working panel district legal service authority mansa supervision national legal service authority india coopted member administrative committee punjab joint secretary district bar association mansa job duty advice client legal right matter law plead client case include international company court law forum tribunal board researching legal precedent gathering evidence trial criminal injury death compensation claim draw legal document bail petition appeal divorce contract negotiates settlement civil dispute mediator conciliator local commissioner arbitrator court order managing private practice year including aspect administration management function controlling cost achieving objective practice law
89,Advocate,qualification introduction computer extraeducation detail january january master law chennai tamil nadu drambedkar law university january january bachelor law chennai tamil nadu ambedkar law university january january bachelor english literature tirunelveli tamil nadu manonmaniam sundaranar university advocate advocate skill detail company detail company practiced description high court judicature madras india city civil court chennai debt recovery tribunal chennai consumer forum chennai labour court small court rent control court legal advisor christian institute management chennai legal advisor ruah church chennai nessa trust till
90,Advocate,skill natural language proficient english hindi marathi computer skill proficient msoffice internet operationeducation detail january january llb law mumbai maharashtra mumbai university january bmm mumbai maharashtra sksomaiya college mumbai university hsc asmita girl junior college maharashtra board ssc vidya bhawan maharashtra board advocate llb student journalist skill detail company detail company criminal lawyer law firm description
